text input,category
"I'm burnt out, I have the looming pressured to find a job, a pretty time sensitive gold rush I want to get in on with NFTs, I have no energy to create, and I'm still stuck in my AMC stock position down by almost half",non-thought
Social workers said council should not leave us living here as dangerous so got to wait to find out what’s going to happen ,non-thought
I am feeling like alot of pressure regards a flat inspection this week with so much to do and not enough hours in the day.,non-thought
I had a dream about my dad,non-thought
The new lockdown restrictions ,non-thought
I had a nightmare last night,non-thought
My student made a false allegation against a customer today. It was at a hotel that I worked SO HARD to secure for work placements. I’ve spent the entire day with him and he’s been very hard work. His story unraveled and I got a tearful apology. I let him go back to work and he acted terribly. I’m terrified of losing this placement and losing credibility with such an important contact. ,non-thought
Lots of things happening and loud noises and visuals are triggering me. I’m exhausted ,non-thought
Yesterday I was told I've been laid off my job due to the coronavirus. Dealing of feelings of guilt and anxiety due to coming to the descion of not wanting to go back to my job,non-thought
Well I finished the second book today. And well I was enjoying being in that world even though there are so many problems in it. And I have been finding it hard to play or make up stories of my own so i just feel a bit alone ,non-thought
Everything's okay but not okay. I'm settled at home and doing well with finances just being in my own is hard and got other stresses,non-thought
"School work, home life and my own feelings ",non-thought
I’m just sick with flu bug,non-thought
Just feel unwell 🤧 ,non-thought
We just argued again. About the same situation. Trying to talk but we can’t. I think we’re breaking up soon. I’ll probably move back to my parents’. I’m so lost ,non-thought
